Title,ISBN,Author,Book type,Original Price,Discounted Price,ISBN-10,Published Date,Publisher,No. of Pages
book not found,9780307762528,,,,,,,,
book not found,9780061763403,,,,,,,,
book not found,9781322117171,,,,,,,,
book not found,9781250316783,,,,,,,,
Across the Seas,9780463983096,Griff Hosker,917505,9.19,9.19,463983092,04-03-2019,Griff Hosker,
book not found,9780230739673,,,,,,,,
book not found,9780956308641,,,,,,,,
Familiar Stranger,9780241290002,Stuart Hall,917505,15.99,15.99,241290007,06-04-2017,Penguin Books Ltd,256
The Twits,9780141930169,"Roald Dahl, Quentin Blake",917505,9.99,9.99,141930160,06-09-2007,Penguin Random House Children's UK,112
American Royals,9780241365984,Katharine McGee,917505,9.99,9.99,241365988,01-09-2019,Penguin Random House Children's UK,368
Star Trek,9780743422277,Diane Duane,917505,5.99,5.99,743422279,03-12-2001,Pocket Books/Star Trek,256
The Screwtape Letters: Letters From A Senior To A Junior Devil,9780007461240,C. S. Lewis,917504,19.99,18.25,7461240,01-07-2012,HarperCollins Publishers,224
Magnus Chase and the Sword of Summer (Book 1),9780141342436,Rick Riordan,917505,9.99,9.99,141342439,06-10-2015,Penguin Random House Children's UK,528
The Lost (Paula Maguire 1),9780755386390,Claire McGowan,917505,11.99,11.99,755386396,11-04-2013,Headline,305
Angels,9780141928685,Marian Keyes,917505,15.99,15.99,141928689,31-03-2005,Penguin Books Ltd,496
Boy,9780141903125,"Roald Dahl, Quentin Blake",917505,9.99,9.99,141903120,04-09-2008,Penguin Random House Children's UK,192
The Great Hunt,9780748115358,Robert Jordan,917505,11.99,11.99,748115358,17-11-2009,"Little, Brown Book Group",736
book not found,9781310869686,,,,,,,,
Jamie's Food Tube,9781405921107,Gennaro Contaldo,917505,14.99,14.99,1405921102,02-07-2015,Penguin Books Ltd,128
Darkfever,9780440336358,Karen Marie Moning,917505,14.66,11.99,044033635X,31-10-2006,Random House Publishing Group,
The Name of the Wind,9780575087057,Patrick Rothfuss,917505,12.99,12.99,575087056,22-04-2010,Orion,672
book not found,9780330469364,,,,,,,,
The Night Stalker,9780857202994,Chris Carter,917505,12.99,12.99,857202995,18-08-2011,Simon & Schuster UK,464
The Jury Master,9780446539654,Robert Dugoni,917505,17.99,17.99,446539651,15-07-2008,Grand Central Publishing,300
The Book of Why,9780241242643,"Judea Pearl, Dana Mackenzie",917505,16.99,16.99,241242649,15-05-2018,Penguin Books Ltd,400
Blow Fly,9780748109265,Patricia Cornwell,917505,11.99,11.99,748109269,04-09-2008,"Little, Brown Book Group",544
Couples That Work,9780241379011,Jennifer Petriglieri,917505,18.99,18.99,241379016,10-10-2019,Penguin Books Ltd,304
The Sapphire Widow,9780241980750,Dinah Jefferies,917505,15.99,15.99,241980755,05-04-2018,Penguin Books Ltd,400
Time of Contempt,9780575088436,"Andrzej Sapkowski, David French",917505,12.99,12.99,575088435,24-06-2013,Orion,320
The Eagle's Conquest (Eagles of the Empire 2),9780755350841,Simon Scarrow,917505,12.99,12.99,755350847,04-09-2008,Headline,448
A Maiden's Grave,9781101209356,Jeffery Deaver,917505,14.66,11.99,1101209356,01-01-2000,Penguin Publishing Group,
The Divine Comedy,9781101117996,"Dante Alighieri, John Ciardi",917505,25.70,20.99,1101117990,27-05-2003,Penguin Publishing Group,928
Business Model Generation,9780470901038,Alexander Osterwalder,917505,45.09,45.09,470901039,23-07-2010,Wiley Professional Development (P&T),288
No One Left To Tell (The Baltimore Series Book 2),9780755373970,Karen Rose,917505,11.99,11.99,755373979,05-01-2012,Headline,451
The Snow Child,9780755380558,Eowyn Ivey,917505,12.99,12.99,075538055X,01-02-2012,Headline,318
The Hunger Games (USA Edition),9780439023481,Suzanne Collins,917504,40.95,40.95,439023483,01-10-2008,Scholastic US,384
Made Things,9781250232984,Adrian Tchaikovsky,917505,6.22,5.99,1250232988,05-11-2019,Tor Publishing Group,
book not found,9780230225916,,,,,,,,
book not found,9780804141116,,,,,,,,
Conversations with Friends,9780571333141,Sally Rooney,917505,16.49,14.99,571333141,25-05-2017,Faber & Faber,272
Percy Jackson and the Sea of Monsters (Book 2),9780141926902,Rick Riordan,917505,12.99,12.99,141926902,01-05-2008,Penguin Random House Children's UK,288
book not found,9781471144011,,,,,,,,
Strata,9781407035536,Terry Pratchett,917505,14.99,14.99,1407035533,24-11-2009,Transworld,288
Misbehaving,9780141966151,Richard H. Thaler,917505,16.99,16.99,141966157,07-05-2015,Penguin Books Ltd,256
My East End,9780141929385,Gilda O'Neill,917505,15.99,15.99,141929383,28-09-2000,Penguin Books Ltd,384
book not found,9781328527905,,,,,,,,
book not found,9780547928517,,,,,,,,
The Promise,9780141964089,Lesley Pearse,917505,15.99,15.99,141964081,19-01-2012,Penguin Books Ltd,528
Artemis Fowl and The Arctic Incident,9780141929576,Eoin Colfer,917505,9.99,9.99,014192957X,06-06-2002,Penguin Random House Children's UK,336
23 Things They Don't Tell You About Capitalism,9780141957869,Ha-Joon Chang,917505,15.99,15.99,141957867,02-09-2010,Penguin Books Ltd,304
Excalibur,9780141929743,Bernard Cornwell,917505,15.99,15.99,014192974X,01-11-2007,Penguin Books Ltd,496
Myers+Chang at Home,9780544836730,"Joanne Chang, Karen Akunowicz",917505,46.19,36.99,544836731,19-03-2024,HarperCollins,320
book not found,9781365501210,,,,,,,,
Mastering Color Knitting,9780307965493,Melissa Leapman,917505,15.42,12.99,030796549X,13-07-2011,Clarkson Potter/Ten Speed,
How I Became The Fittest Woman On Earth,9780646987286,Tia-Clair Toomey,917505,17.59,16.99,646987283,22-01-2018,BL SOUTHWICK PUBLISHING PTY LTD,202
Stitch 'N Bitch Crochet,9780761174981,Debbie Stoller,917505,23.99,23.99,761174982,13-02-2006,Workman Publishing Company,250
book not found,9781405919470,,,,,,,,
Dubliners,9781101042182,"James Joyce, Edna O'Brien, Malachy McCourt",917505,8.55,7.99,1101042184,06-02-2007,Penguin Publishing Group,272
book not found,9780316338363,,,,,,,,
Lord of Chaos,9780748115396,Robert Jordan,917505,12.99,12.99,748115390,16-03-2010,"Little, Brown Book Group",1056
A Wartime Christmas,9780857208347,Carol Rivers,917505,8.99,8.99,857208349,01-08-2013,Simon & Schuster UK,464
Blood Ties,9780755376605,Samantha Hayes,917505,12.99,12.99,755376609,04-03-2010,Headline,307
No Way Back,9781405926959,M. J. Arlidge,917505,2.99,2.99,1405926953,08-08-2016,Penguin Books Ltd,40
Feel Better In 5,9780241397817,Dr Rangan Chatterjee,917505,19.99,19.99,241397812,26-12-2019,Penguin Books Ltd,272
Infinity Gauntlet,9780785170655,"Jim Starlin, George Perez, Ron Lim",917505,16.12,12.99,785170650,28-05-2014,Marvel Entertainment,
The Mark of Athena (Heroes of Olympus Book 3),9780141967561,Rick Riordan,917505,12.99,12.99,141967560,02-10-2012,Penguin Random House Children's UK,592
Escaping Destiny,9780991190928,Amelia Hutchins,917505,6.99,6.99,991190920,30-07-2015,Amelia Hutchins,
book not found,9780061949098,,,,,,,,
book not found,9780230770072,,,,,,,,
The Five Dysfunctions of a Team,9780470893869,Patrick M. Lencioni,917505,32.99,32.99,470893869,03-06-2010,Wiley Professional Development (P&T),240
The 7 Habits Of Highly Effective Teenagers,9780857206473,Sean Covey,917505,16.99,16.99,857206478,31-03-2011,Simon & Schuster UK,288
Christmas Bells,9780698407091,Jennifer Chiaverini,917505,18.85,15.99,698407091,27-10-2015,Penguin Publishing Group,
Nineteen Eighty-Four,9780141919959,"George Orwell, Thomas Pynchon",917505,10.99,10.99,141919957,29-01-2004,Penguin Books Ltd,400
The King's Men,9781310839696,Nora Sakavic,917505,1.43,1.43,1310839697,19-05-2015,Nora Sakavic,
I'm a T. Rex!,9780307978882,"Dennis R. Shealy, Brian Biggs",917505,8.79,7.99,307978885,25-04-2012,Random House Children's Books,
Lucy Sullivan is Getting Married,9781405935166,Marian Keyes,917505,15.99,15.99,1405935162,13-07-2017,Penguin Books Ltd,672
The Beach,9780141941448,Alex Garland,917505,15.99,15.99,141941448,05-07-2007,Penguin Books Ltd,448
book not found,9780393069211,,,,,,,,
Dracula,9780486114750,Bram Stoker,917505,1.45,1.45,486114759,06-02-2012,Dover Publications,336
The Green Mile,9780575087309,Stephen King,917505,13.99,13.99,575087307,25-11-2010,Orion,448
The Crowded Grave,9780857389572,Martin Walker,917505,11.99,11.99,857389572,29-10-2011,Quercus,320
Eeny Meeny,9781405914895,M. J. Arlidge,917505,15.99,15.99,1405914890,08-05-2014,Penguin Books Ltd,464
Tao Te Ching,9780141922324,"Lao Tzu, D. C. Lau",917505,10.99,10.99,014192232X,01-01-2000,Penguin Books Ltd,192
Persuasion,9780553904567,Jane Austen,917505,3.99,3.99,553904566,29-01-2008,Random House Publishing Group,
Midnight in the Garden of Good and Evil,9780307538376,John Berendt,917505,25.70,20.99,307538370,12-05-2010,Knopf Doubleday Publishing Group,
The Cake Bible,9780544859562,Rose Levy Beranbaum,917505,42.99,42.99,544859561,06-09-2016,HarperCollins,560
book not found,9780230760387,,,,,,,,
A Liverpool Legacy,9780755399604,Anne Baker,917504,27.75,27.75,755399609,05-06-2014,Headline,384
The Rainmaker,9781407059198,John Grisham,917505,15.99,15.99,140705919X,21-04-2010,Random House,720
The Murder Room,9780571247035,P. D. James,917505,14.29,12.99,571247032,04-09-2008,Faber & Faber,320
Thor,9781302013769,"Jason Aaron, Esad Ribic",917505,13.19,10.99,1302013769,02-04-2014,Marvel Entertainment,
Fatal Cut,9781409106968,June Hampson,917505,11.99,11.99,1409106969,16-04-2009,Orion,320
The Queen and I,9780141938332,Sue Townsend,917505,15.99,15.99,141938331,28-11-2002,Penguin Books Ltd,288
book not found,9780316310338,,,,,,,,
All the Bright Places,9780141357041,Jennifer Niven,917505,12.99,12.99,141357045,08-01-2015,Penguin Random House Children's UK,300
The Prize,9781101533475,Julie Garwood,917505,17.14,13.99,1101533471,05-07-2011,Penguin Publishing Group,1
Born Fearless,9780857384416,Phil Campion,917505,12.99,12.99,857384414,25-09-2011,Quercus,352
Alone in Berlin,9780141908731,"Hans Fallada, Michael Hofmann",917505,15.99,15.99,141908734,28-01-2010,Penguin Books Ltd,608
Exit West,9780241979075,Mohsin Hamid,917505,15.99,15.99,241979072,02-03-2017,Penguin Books Ltd,240
book not found,9781101904190,,,,,,,,
Let's Explore Diabetes With Owls,9780748123056,David Sedaris,917505,12.99,12.99,748123059,23-04-2013,"Little, Brown Book Group",288
Safe Haven,9780748122660,Nicholas Sparks,917505,11.99,11.99,748122664,02-09-2010,"Little, Brown Book Group",320
Night Watch,9781407035321,Terry Pratchett,917505,15.99,15.99,1407035320,01-12-2009,Transworld,480
The Bhagavad Gita,9780141396217,Laurie L. Patton,917505,14.99,14.99,141396210,01-05-2014,Penguin Books Ltd,288
The Autobiography of Saint Therese,9780307778086,John Beevers,917505,22.01,17.99,307778088,26-01-2011,Random House Publishing Group,
My Mother's Secret,9780698151529,J.L. Witterick,917505,23.99,19.99,698151526,05-09-2013,Penguin Publishing Group,208
The Language Instinct,9780141929682,Steven Pinker,917505,16.99,16.99,141929685,27-02-2003,Penguin Books Ltd,496
book not found,9780755118519,,,,,,,,
Harriet Tubman,9780759509771,Catherine Clinton,917505,21.99,21.99,759509778,02-02-2004,"Little, Brown and Company",300
Ancillary Sword,9781405525855,Ann Leckie,917505,11.99,11.99,1405525851,07-10-2014,"Little, Brown Book Group",384
Healing Back Pain,9780759520844,John E. Sarno,917505,12.99,12.99,759520844,15-03-2001,Grand Central Publishing,300
The Art of Statistics,9780241258750,David Spiegelhalter,917505,15.99,15.99,241258758,28-03-2019,Penguin Books Ltd,256
Redeeming Your Bloodline,9780768448887,Hrvoje Sirovina,917504,32.63,32.63,768448883,01-05-2019,SOUND WISDOM,224
A Walk In The Park,9780755355976,Jill Mansell,917505,12.99,12.99,755355970,16-02-2012,Headline,362
Liar Liar,9781405919227,M. J. Arlidge,917505,15.99,15.99,1405919221,10-09-2015,Penguin Books Ltd,314
The Lollipop Shoes (Chocolat 2),9781407039657,Joanne Harris,917505,15.99,15.99,1407039652,06-07-2010,Transworld,592
A Clockwork Orange,9780141908328,"Anthony Burgess, Blake Morrison",917505,15.99,15.99,141908327,04-08-2011,Penguin Books Ltd,176
book not found,9780715335543,,,,,,,,
10 Minutes 38 Seconds in this Strange World,9780241979457,Elif Shafak,917505,15.99,15.99,241979455,06-06-2019,Penguin Books Ltd,368
Midnight at the Blackbird Cafe,9781250198600,Heather Webber,917505,19.50,15.99,1250198607,16-07-2019,Tor Publishing Group,
The 2020 Commission Report on the North Korean Nuclear Attacks Against The United States,9780753553176,Dr Jeffrey Lewis,917505,15.99,15.99,753553171,07-08-2018,Ebury Publishing,304
book not found,9781310198373,,,,,,,,
book not found,9780761165590,,,,,,,,
Gypsy,9780141910338,Lesley Pearse,917505,15.99,15.99,014191033X,14-07-2008,Penguin Books Ltd,544
The Scottish Clearances,9780141985947,T. M. Devine,917505,15.99,15.99,141985941,04-10-2018,Penguin Books Ltd,400
Ask and It Is Given,9781401919276,"Esther Hicks, Jerry Hicks, Dr. Wayne W. Dyer",917505,18.34,14.99,1401919278,01-10-2004,Hay House,314
The Polyvagal Theory in Therapy,9780393712384,Deb Dana,917505,51.34,41.99,393712389,12-06-2018,W. W. Norton & Company,
No One Is Too Small to Make a Difference,9780141991757,Greta Thunberg,917505,14.99,14.99,141991755,30-05-2019,Penguin Books Ltd,80
Homage to Catalonia,9780141911717,George Orwell,917505,15.99,15.99,141911719,05-06-2003,Penguin Books Ltd,272
How to Make People Like You in 90 Seconds or Less,9780761148425,Nicholas Boothman,917505,19.99,19.99,761148426,02-07-2008,Workman Publishing Company,203
The Gutter Prayer,9780356511511,Gareth Hanrahan,917505,12.99,12.99,356511510,15-01-2019,"Little, Brown Book Group",544
book not found,9781407135281,,,,,,,,
George Washington's Secret Six,9780698137653,"Brian Kilmeade, Don Yaeger",917505,22.29,17.99,698137655,05-11-2013,Penguin Publishing Group,288
Astrology for the Soul,9780307426758,Jan Spiller,917505,25.70,20.99,307426750,04-11-2009,Random House Publishing Group,
Anxiety,9781310517228,Joshua Fletcher,917505,9.38,9.38,1310517223,22-03-2016,Joshua Fletcher,
book not found,9780698185890,,,,,,,,
The Closed Circle,9780141904160,Jonathan Coe,917505,15.99,15.99,014190416X,19-05-2008,Penguin Books Ltd,448
book not found,9780241192061,,,,,,,,
Where Good Ideas Come From,9780141964591,Steven Johnson,917505,15.99,15.99,141964596,07-10-2010,Penguin Books Ltd,336
Claiming the Dragon King,9780997720105,Amelia Hutchins,917505,6.99,6.99,997720107,10-07-2018,Amelia Hutchins,
book not found,9781306291859,,,,,,,,
Kiss,9780755332557,Jill Mansell,917504,26.99,26.40,755332555,10-05-2007,Headline,512
book not found,9780804179041,,,,,,,,
book not found,9780307414250,,,,,,,,
The Lost Hero (Heroes of Olympus Book 1),9780141965550,Rick Riordan,917505,9.99,9.99,014196555X,12-10-2010,Penguin Random House Children's UK,576
book not found,9780730363996,,,,,,,,
The Other Side of the Story,9780141909653,Marian Keyes,917505,15.99,15.99,014190965X,10-03-2005,Penguin Books Ltd,656
The Boy with the Topknot,9780670923090,Sathnam Sanghera,917505,15.99,15.99,670923095,29-11-2012,Penguin Books Ltd,336
Another Woman,9780755351473,Penny Vincenzi,917505,12.99,12.99,755351479,04-09-2008,Headline,640
Lean In,9780753549063,Sheryl Sandberg,917505,18.99,18.99,753549069,12-03-2013,Ebury Publishing,240
Thin,9780141905570,Grace Bowman,917505,18.99,18.99,141905573,25-01-2007,Penguin Books Ltd,304
Shadow of Night,9780755384761,Deborah Harkness,917505,13.99,13.99,755384768,10-07-2012,Headline,605
Titmuss Regained,9780141959856,John Mortimer,917505,15.99,15.99,141959851,04-11-2010,Penguin Books Ltd,272
The Art of War,9780857081025,"Sun Tzu, Tom Butler-Bowdon",917505,16.99,16.99,857081020,16-05-2016,Wiley,220
Going Dutch,9781407011349,Katie Fforde,917505,15.99,15.99,1407011340,07-12-2010,Random House,432
1st to Die,9780755387052,James Patterson,917505,12.99,12.99,755387058,23-06-2011,Headline,375
book not found,9780330469289,,,,,,,,
Lover Mine,9780748117468,J. R. Ward,917505,11.99,11.99,748117466,06-05-2010,"Little, Brown Book Group",544
book not found,9781281371973,,,,,,,,
book not found,9780297857440,,,,,,,,
Night Frost,9781407068060,R D Wingfield,917505,15.99,15.99,1407068067,27-04-2010,Transworld,432
Notes to Self,9780241986233,Emilie Pine,917505,15.99,15.99,241986230,31-01-2019,Penguin Books Ltd,192
book not found,9780307422316,,,,,,,,
The French Slow Cooker,9780547607955,"Michele Scicolone, Alan Richardson",917505,39.59,31.99,547607954,16-04-2024,HarperCollins,240
Hope,9780141900940,Lesley Pearse,917505,15.99,15.99,141900946,11-01-2007,Penguin Books Ltd,688
Dear Evan Hansen,9780241361863,"Val Emmich, Justin Paul, Steven Levenson, Benj Pasek",917505,12.99,12.99,241361869,09-10-2018,Penguin Random House Children's UK,368
A Short History of Europe,9780241352533,Simon Jenkins,917505,15.99,15.99,241352533,08-11-2018,Penguin Books Ltd,400
Paradise Lodge,9780241974933,Nina Stibbe,917505,15.99,15.99,241974933,02-06-2016,Penguin Books Ltd,320
There Is No Planet B,9781108337519,Mike Berners-Lee,917505,18.95,18.95,1108337511,28-02-2019,Cambridge University Press,0
Strumpet City,9780717155651,James Plunkett,917505,8.99,8.99,071715565X,22-02-2013,Gill Books,560
Arnhem,9780141941295,Antony Beevor,917505,14.99,14.99,141941294,17-05-2018,Penguin Books Ltd,496
"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 1",9780316448284,"Kisetsu Morita, Benio",917505,17.60,16.99,316448281,24-04-2018,Yen Press,
Mr Loverman,9780241963913,Bernardine Evaristo,917505,15.99,15.99,241963915,29-08-2013,Penguin Books Ltd,288
The Bridge at Remagen,9780307514929,Ken Hechler,917505,10.27,9.99,307514927,25-03-2009,Random House Publishing Group,
A Perfect Spy,9780241322499,John le Carré,917505,15.99,15.99,241322499,27-09-2018,Penguin Books Ltd,688
book not found,9780307351487,,,,,,,,
book not found,9780307388629,,,,,,,,
book not found,9780307483690,,,,,,,,
Excession,9780748110001,Iain M. Banks,917505,12.99,12.99,748110003,04-09-2008,"Little, Brown Book Group",464
Blood Song,9781405525961,Anthony Ryan,917505,12.99,12.99,1405525967,11-04-2013,"Little, Brown Book Group",592
book not found,9780330527989,,,,,,,,
The Eagle and the Wolves (Eagles of the Empire 4),9780755350858,Simon Scarrow,917505,12.99,12.99,755350855,04-09-2008,Headline,448
Brothers York,9780718197292,Thomas Penn,917505,19.99,19.99,718197291,03-10-2019,Penguin Books Ltd,640
The Secret Diary of Adrian Mole Aged 13 ¾,9780141962900,Sue Townsend,917505,9.99,9.99,141962909,05-11-2009,Penguin Random House Children's UK,272
The Summer Queen,9780748133833,Elizabeth Chadwick,917505,12.99,12.99,748133836,20-06-2013,"Little, Brown Book Group",496
The Girl On Legare Street,9781101155646,Karen White,917505,10.27,9.99,1101155647,03-11-2009,Penguin Publishing Group,
Hellion,9781370046782,Karen Lynch,917505,6.87,6.87,1370046782,08-01-2019,Karen Lynch,
Typhoon Fury,9781405927697,"Clive Cussler, Boyd Morrison",917505,15.99,15.99,1405927690,16-11-2017,Penguin Books Ltd,480
You Can't Hide (The Chicago Series Book 4),9780755384839,Karen Rose,917504,22.75,22.75,755384830,02-07-2015,Headline Publishing Group,448
How I Made $2 Million in the Stock Market,9780857191410,Nicolas Darvas,917505,21.99,20.99,857191411,27-03-2020,Harriman House,198
book not found,9780356503837,,,,,,,,
Our Man in Charleston,9780307887290,Christopher Dickey,917505,25.70,20.99,307887294,21-07-2015,Crown,
book not found,9781393487326,,,,,,,,
Postmortem,9780748109500,Patricia Cornwell,917505,12.99,12.99,748109501,04-09-2008,"Little, Brown Book Group",416
The Blind Assassin,9780748113347,Margaret Atwood,917505,11.99,11.99,748113347,03-09-2009,"Little, Brown Book Group",656
One Of Us Is Next,9780241376935,Karen M. McManus,917505,9.99,9.99,241376939,09-01-2020,Penguin Random House Children's UK,308
The Body Farm,9780748109586,Patricia Cornwell,917505,11.99,11.99,748109587,04-09-2008,"Little, Brown Book Group",400
The Hand That First Held Mine,9780755373277,Maggie O'Farrell,917505,11.99,11.99,755373278,29-04-2010,Headline,352
Hardwired,9780989768412,Meredith Wild,917504,22.17,21.75,989768414,24-01-2015,WATERHOUSE PR                 ,288
Welcome To Rosie Hopkins' Sweetshop Of Dreams,9780748121960,Jenny Colgan,917505,12.99,12.99,074812196X,29-03-2012,"Little, Brown Book Group",400
The Firm,9781407059044,John Grisham,917505,15.99,15.99,1407059041,21-04-2010,Random House,496
Solo,9780755351879,Jill Mansell,917505,11.99,11.99,755351878,10-02-2008,Headline,300
"Change Your Thoughts, Change Your Life",9781401920524,Dr. Wayne W. Dyer,917505,19.06,15.99,1401920527,31-07-2007,Hay House,395
Last Chance Saloon,9780141909820,Marian Keyes,917505,15.99,15.99,014190982X,07-07-2005,Penguin Books Ltd,608
Alaska,9780804151429,"James A. Michener, Steve Berry",917505,27.42,21.99,804151423,17-12-2013,Random House Publishing Group,
The Eagle In The Sand (Eagles of the Empire 7),9780755350803,Simon Scarrow,917505,12.99,12.99,755350804,04-09-2008,Headline,448
The First Fifteen Lives of Harry August,9781405528252,Claire North,917505,11.99,11.99,1405528257,08-04-2014,"Little, Brown Book Group",416
Raise the Titanic,9780748114337,Clive Cussler,917505,11.99,11.99,748114335,17-09-2009,"Little, Brown Book Group",320
The Sword Of Shannara,9781405515665,Terry Brooks,917505,12.99,12.99,140551566X,23-02-2012,"Little, Brown Book Group",672
book not found,9780748122769,,,,,,,,
book not found,9781370005321,,,,,,,,
book not found,9780141960241,,,,,,,,
The Dollhouse,9781101985007,Fiona Davis,917505,23.99,19.99,1101985003,23-08-2016,Penguin Publishing Group,
The Leadership Challenge,9781119278979,"James M. Kouzes, Barry Z. Posner",917505,41.79,41.79,111927897X,30-03-2017,Wiley Professional Development (P&T),0
A Pound Of Flesh,9780748117383,Alex Gray,917505,12.99,12.99,748117385,01-03-2012,"Little, Brown Book Group",352
Stardust,9780755322824,Neil Gaiman,917504,22.99,19.25,755322827,01-05-1999,Headline,214
book not found,9780062368683,,,,,,,,
Blue Monday,9780141970257,Nicci French,917505,15.99,15.99,141970251,23-06-2011,Penguin Books Ltd,432
The Lady in the Lake and Other Novels,9780141190761,Raymond Chandler,917505,16.99,16.99,141190760,07-06-2001,Penguin Books Ltd,608
The Boundless Sea,9780141972091,David Abulafia,917505,19.99,19.99,141972092,03-10-2019,Penguin Books Ltd,512
book not found,9781370085170,,,,,,,,
Masters of Rome,9780857899644,Robert Fabbri,917505,9.49,8.99,857899643,07-08-2014,Corvus,300
book not found,9780061802638,,,,,,,,
Our Band Could Be Your Life,9780316247184,Michael Azerrad,917505,25.99,25.99,316247189,01-12-2012,"Little, Brown and Company",528
Any Human Heart,9780141925325,William Boyd,917505,15.99,15.99,141925329,06-03-2003,Penguin Books Ltd,512
book not found,9780330468565,,,,,,,,
Hunger,9780061911491,Michael Grant,917505,13.99,13.99,61911496,26-05-2009,HarperCollins,608
The Catcher in the Rye,9780241988794,J. D. Salinger,917505,15.99,15.99,241988799,13-08-2019,Penguin Books Ltd,240
Bloodline,9780748111466,Mark Billingham,917505,12.99,12.99,748111468,06-08-2009,"Little, Brown Book Group",352
March of the Lemmings,9780571357048,Stewart Lee,917505,18.69,15.99,571357040,03-09-2019,Faber & Faber,324
A Moment of War,9780141929552,Laurie Lee,917505,15.99,15.99,141929553,01-01-2000,Penguin Books Ltd,192
The Case of the Missing Boyfriend,9780857896315,Nick Alexander,917505,5.99,5.99,857896318,01-08-2011,Corvus,200
The Rule of Law,9780141962016,Rt Hon Lord Bingham of Cornhill KG PC FBA Tom Bingham,917505,15.99,15.99,141962011,07-07-2011,Penguin Books Ltd,224
Crime and Punishment,9780141956961,"Fyodor Dostoevsky, Oliver Ready",917505,10.99,10.99,141956968,27-02-2014,Penguin Books Ltd,720
The Deceivers,9781250175816,Kristen Simmons,917505,14.95,11.99,125017581X,05-02-2019,Tor Publishing Group,
Path of the Assassin,9780743483308,Brad Thor,917505,9.99,9.99,743483308,15-04-2003,Atria Books,384
Profit First,9780735214163,Mike Michalowicz,917505,29.14,23.99,735214166,18-01-2017,Penguin Publishing Group,
The Collector,9781405522779,Nora Roberts,917505,11.99,11.99,1405522771,15-04-2014,"Little, Brown Book Group",496
Matter,9780748110049,Iain M. Banks,917505,12.99,12.99,748110046,04-09-2008,"Little, Brown Book Group",608
If Beale Street Could Talk,9780141963792,James Baldwin,917505,15.99,15.99,141963794,01-01-2000,Penguin Books Ltd,240
Caves of Steel,9780307792419,Isaac Asimov,917505,3.99,3.99,307792412,13-04-2011,Random House Publishing Group,
book not found,9780759574731,,,,,,,,
book not found,9781306020275,,,,,,,,
Everything is Figureoutable,9780241341049,Marie Forleo,917505,4.99,4.99,241341043,12-09-2019,Penguin Books Ltd,240
The Elements of Style,9780486113708,William Strunk Jr.,917505,5.80,5.80,486113701,07-03-2012,Dover Publications,64
book not found,9780330507073,,,,,,,,
The Labyrinth Index,9780356511078,Charles Stross,917505,12.99,12.99,356511073,30-10-2018,"Little, Brown Book Group",368
The Glass Woman,9781405934633,Caroline Lea,917505,15.99,15.99,1405934638,07-02-2019,Penguin Books Ltd,464
Billy Connolly's Tracks Across America,9780751564150,Billy Connolly,917505,19.99,19.99,075156415X,31-03-2016,"Little, Brown Book Group",288
book not found,9780316310444,,,,,,,,
Mere Christianity,9780061947438,C. S. Lewis,917505,5.99,5.99,61947431,02-06-2009,HarperCollins,256
The Bones Beneath,9781405527583,Mark Billingham,917505,11.99,11.99,1405527587,22-05-2014,"Little, Brown Book Group",400
A Mother's Courage,9781407004563,Dilly Court,917505,15.99,15.99,1407004565,04-09-2008,Random House,544
One Cretan Evening and Other Stories,9780755389506,Victoria Hislop,917505,3.99,3.99,755389506,15-09-2011,Headline,72
Me Talk Pretty One Day,9780748123032,David Sedaris,917505,12.99,12.99,748123032,05-08-2010,"Little, Brown Book Group",288
Quite Ugly One Morning,9780748132034,Christopher Brookmyre,917505,11.99,11.99,748132031,16-06-2011,"Little, Brown Book Group",320
Brain Freeze,9780241334225,Tom Fletcher,917505,1.99,1.99,241334225,22-02-2018,Penguin Random House Children's UK,112
The Hairy Bikers' 12 Days of Christmas,9780297864547,Hairy Bikers,917505,19.99,19.99,297864548,02-12-2010,Orion,224
A Winter's Tale,9780007328918,Trisha Ashley,917505,9.99,9.99,7328915,29-05-2009,HarperCollins Publishers,416
book not found,9780062982735,,,,,,,,
The Tea Planter's Wife,9780241969564,Dinah Jefferies,917505,15.99,15.99,241969565,03-09-2015,Penguin Books Ltd,386
The Legion (Eagles of the Empire 10),9780755357208,Simon Scarrow,917505,12.99,12.99,755357205,11-11-2010,Headline,448
Immortal in Death,9780748121779,J.D. Robb,917505,11.99,11.99,748121773,07-10-2010,"Little, Brown Book Group",352
Ayoade on Top,9780571339150,Richard Ayoade,917505,14.29,12.99,571339158,03-09-2019,Faber & Faber,256
book not found,9780141386041,,,,,,,,
Rivers of London,9780575097599,Ben Aaronovitch,917505,11.99,11.99,575097590,10-01-2011,Orion,384
book not found,9781370912865,,,,,,,,
Village Christmas,9780241243688,Laurie Lee,917505,14.99,14.99,241243688,05-11-2015,Penguin Books Ltd,200
Into the Fire,9781405928571,Gregg Hurwitz,917505,15.99,15.99,1405928573,20-02-2020,Penguin Books Ltd,400
The Bracelet,9780753549049,Fredrica Alleyn,917505,16.99,16.99,753549042,11-04-2013,Ebury Publishing,320
book not found,9780230768130,,,,,,,,
book not found,9780330473323,,,,,,,,
Belle,9780141964072,Lesley Pearse,917505,15.99,15.99,141964073,03-02-2011,Penguin Books Ltd,624
